,FM0,FM1,FM2,FM3,FM4,FM5,FM7,FM8,FM9
FM0,0.5615041788581645,,,,,,,,
FM1,1.7604357651537317,5.6502992916885155,,,,,,,
FM2,3.570113552488675,3.4898306598050657,2.589254291143644,,,,,,
FM3,2.356784422255574,1.087094951738435,1.9043373788455,1.9191870735495773,,,,,
FM4,2.1287006158938215,3.520275946569245,2.1453580460203896,1.340844794587465,-2.2274846673093345,,,,
FM5,0.7173937507121703,0.5068119461343881,0.9104888870676091,1.2702714537029907,0.5007074946410972,1.0400329031151556,,,
FM7,1.0509043523087844,-1.2668189997408055,1.3534041185238888,-0.33418256821035497,0.8968180681204296,2.595982679630108,1.6970452876194937,,
FM8,2.6953503431221497,2.084052513249999,9.44374912304953,-1.2865296479138426,9.533074140350172,-0.0024583115121308897,1.0643877318882553,1.28424487719216,
FM9,17.90396162042798,-0.9242023295213937,-69.35670320873142,-99.10469073005122,19.941952332329883,23.712400390356148,5.050401097565873,51.60859972710362,0.7058460057779148
