MGPy8EG_aQGCFM0_QUAD_1_WpZ_llqq
MGPy8EG_aQGCFS0_QUAD_1_WpZ_llqq
MGPy8EG_aQGCFT0_QUAD_1_WpZ_llqq
MGPy8EG_aQGCFM0_QUAD_1_WmZ_llqq
MGPy8EG_aQGCFS0_QUAD_1_WmZ_llqq
MGPy8EG_aQGCFT0_QUAD_1_WmZ_llqq
MGPy8EG_aQGCFM0_QUAD_1_ZZjj_llqq
MGPy8EG_aQGCFS0_QUAD_1_ZZjj_llqq
MGPy8EG_aQGCFT0_QUAD_1_ZZjj_llqq
MGPy8EG_aQGCFM0_QUAD_1_WpZ_vvqq
MGPy8EG_aQGCFS0_QUAD_1_WpZ_vvqq
MGPy8EG_aQGCFT0_QUAD_1_WpZ_vvqq
MGPy8EG_aQGCFM0_QUAD_1_WmZ_vvqq
MGPy8EG_aQGCFS0_QUAD_1_WmZ_vvqq
MGPy8EG_aQGCFT0_QUAD_1_WmZ_vvqq
MGPy8EG_aQGCFM0_QUAD_1_ZZ_vvqq
MGPy8EG_aQGCFS0_QUAD_1_ZZ_vvqq
MGPy8EG_aQGCFT0_QUAD_1_ZZ_vvqq
MGPy8EG_aQGCFM0_QUAD_1_WpZ_lvqq
MGPy8EG_aQGCFS0_QUAD_1_WpZ_lvqq
MGPy8EG_aQGCFT0_QUAD_1_WpZ_lvqq
MGPy8EG_aQGCFM0_QUAD_1_WmZ_lvqq
MGPy8EG_aQGCFS0_QUAD_1_WmZ_lvqq
MGPy8EG_aQGCFT0_QUAD_1_WmZ_lvqq
MGPy8EG_aQGCFM0_QUAD_1_WpWm_lvqq
MGPy8EG_aQGCFS0_QUAD_1_WpWm_lvqq
MGPy8EG_aQGCFT0_QUAD_1_WpWm_lvqq
MGPy8EG_aQGCFM0_QUAD_1_WmWm_lvqq
MGPy8EG_aQGCFS0_QUAD_1_WmWm_lvqq
MGPy8EG_aQGCFT0_QUAD_1_WmWm_lvqq
MGPy8EG_aQGCFM0_QUAD_1_WpWp_lvqq
MGPy8EG_aQGCFS0_QUAD_1_WpWp_lvqq
MGPy8EG_aQGCFT0_QUAD_1_WpWp_lvqq
